,Unnamed: 0,Object_area,Process_name,Hum_days,Process_volume,Final_price,Стоимость ч/ч с налогами
152,152,16747,монтаж кабеля ЭОМ на потолке,3647,48767,"22 046 928,45","604,44"
153,153,25824,монтаж кабеля ЭОМ на потолке,5340,92553,"32 279 533,10","604,44"
154,154,24586,монтаж кабеля ЭОМ на потолке,5571,77888,"33 674 486,33","604,44"
155,155,10449,монтаж кабеля ЭОМ на потолке,2138,29424,"12 922 113,62","604,44"
156,156,30979,монтаж кабеля ЭОМ на потолке,6952,101115,"42 018 780,53","604,44"
157,157,33358,монтаж кабеля ЭОМ на потолке,7265,115285,"43 914 816,93","604,44"
158,158,19131,монтаж кабеля ЭОМ на потолке,4714,66729,"28 492 566,60","604,44"
159,159,17421,монтаж кабеля ЭОМ на потолке,3871,53517,"23 397 547,21","604,44"
160,160,28422,монтаж кабеля ЭОМ на потолке,7003,98226,"42 330 026,03","604,44"
161,161,11341,монтаж кабеля ЭОМ на потолке,2645,39920,"15 985 752,82","604,44"
162,162,25225,монтаж кабеля ЭОМ на потолке,5882,77491,"35 556 001,67","604,44"
163,163,21186,монтаж кабеля ЭОМ на потолке,4614,65761,"27 890 740,20","604,44"
164,164,16512,монтаж кабеля ЭОМ на потолке,3596,57065,"21 737 557,92","604,44"
165,165,30698,монтаж кабеля ЭОМ на потолке,6348,97251,"38 371 944,98","604,44"
166,166,14307,монтаж кабеля ЭОМ на потолке,3053,46698,"18 454 241,05","604,44"
167,167,32998,монтаж кабеля ЭОМ на потолке,7550,115097,"45 634 871,84","604,44"
0,0,250,Фальшпол (+обеспыливание),31,225,"161 667,55","516,84"
1,1,1000,Фальшпол (+обеспыливание),151,892,"780 221,66","516,84"
2,2,1500,Фальшпол (+обеспыливание),228,1254,"1 180 876,03","516,84"
3,3,1700,Фальшпол (+обеспыливание),250,1216,"1 290 528,81","516,84"
4,4,1674,Фальшпол (+обеспыливание),237,1332,"1 223 724,96","516,84"
5,5,1420,Фальшпол (+обеспыливание),172,1107,"888 328,05","516,84"
6,6,16000,Фальшпол (+обеспыливание),2198,14150,"11 358 902,78","516,84"
7,7,23000,Фальшпол (+обеспыливание),3003,20526,"15 520 084,99","516,84"
8,8,19000,Фальшпол (+обеспыливание),2687,17109,"13 889 351,42","516,84"
9,9,1573,Фальшпол (+обеспыливание),225,1265,"1 160 948,75","516,84"
10,10,3856,Фальшпол (+обеспыливание),556,3193,"2 873 015,15","516,84"
11,11,14327,Фальшпол (+обеспыливание),1812,12210,"9 365 548,90","516,84"
12,12,16542,Фальшпол (+обеспыливание),2475,14896,"12 790 152,65","516,84"
13,13,18350,Фальшпол (+обеспыливание),2521,16229,"13 027 241,63","516,84"
14,14,10124,Фальшпол (+обеспыливание),1267,8954,"6 546 889,19","516,84"
15,15,7841,Фальшпол (+обеспыливание),949,6367,"4 905 197,37","516,84"
16,16,5674,Фальшпол (+обеспыливание),818,4881,"4 227 564,31","516,84"
17,17,14568,Фальшпол (+обеспыливание),1961,11596,"10 137 483,34","516,84"
18,18,8260,Фальшпол (+обеспыливание),1247,6774,"6 444 630,94","516,84"
19,19,14109,Фальшпол (+обеспыливание),2111,12365,"10 908 974,96","516,84"
20,20,5073,Фальшпол (+обеспыливание),621,3630,"3 209 241,49","516,84"
21,21,13257,Фальшпол (+обеспыливание),1929,11511,"9 970 663,51","516,84"
22,22,10420,Фальшпол (+обеспыливание),1346,8378,"6 958 030,86","516,84"
23,23,6964,Фальшпол (+обеспыливание),976,5319,"5 041 862,68","516,84"
24,24,7520,Фальшпол (+обеспыливание),961,5562,"4 968 676,49","516,84"
25,25,3396,Фальшпол (+обеспыливание),471,2430,"2 434 797,68","516,84"
26,26,11824,Фальшпол (+обеспыливание),1431,9031,"7 396 895,00","516,84"
27,27,10756,Фальшпол (+обеспыливание),1594,9253,"8 240 855,85","516,84"
28,28,6407,Фальшпол (+обеспыливание),810,5409,"4 188 250,98","516,84"
29,29,11546,Фальшпол (+обеспыливание),1664,8262,"8 602 653,78","516,84"
30,30,9593,Фальшпол (+обеспыливание),1213,7096,"6 270 936,73","516,84"
31,31,17419,Фальшпол (+обеспыливание),2132,13725,"11 019 471,22","516,84"
32,32,7368,Фальшпол (+обеспыливание),1032,5391,"5 334 354,43","516,84"
33,33,7749,Фальшпол (+обеспыливание),1138,5919,"5 882 533,95","516,84"
34,34,18321,Фальшпол (+обеспыливание),2218,14730,"11 461 308,63","516,84"
35,35,14862,Фальшпол (+обеспыливание),2062,11471,"10 655 466,18","516,84"
36,36,9063,Фальшпол (+обеспыливание),1208,7578,"6 242 996,36","516,84"
37,37,6120,Фальшпол (+обеспыливание),766,4822,"3 957 621,67","516,84"
38,38,4218,Фальшпол (+обеспыливание),597,2984,"3 083 436,02","516,84"
39,39,8547,Фальшпол (+обеспыливание),1151,6666,"5 947 629,74","516,84"
40,40,16935,Фальшпол (+обеспыливание),2073,12254,"10 713 286,93","516,84"
41,41,15040,Фальшпол (+обеспыливание),1984,12818,"10 254 502,53","516,84"
42,42,10785,Фальшпол (+обеспыливание),1525,9191,"7 884 034,48","516,84"
43,43,16023,Фальшпол (+обеспыливание),2332,12367,"12 050 987,52","516,84"
44,44,5257,Фальшпол (+обеспыливание),729,4734,"3 769 061,08","516,84"
45,45,3385,Фальшпол (+обеспыливание),433,2749,"2 236 565,15","516,84"
46,46,12370,Фальшпол (+обеспыливание),1699,9945,"8 781 851,71","516,84"
47,47,9586,Фальшпол (+обеспыливание),1239,7938,"6 401 121,29","516,84"
48,48,16284,Фальшпол (+обеспыливание),2215,11521,"11 446 062,68","516,84"
49,49,18753,Фальшпол (+обеспыливание),2525,15982,"13 049 713,42","516,84"
50,50,3712,Фальшпол (+обеспыливание),560,3164,"2 896 182,82","516,84"
51,51,13117,Фальшпол (+обеспыливание),1927,10862,"9 957 568,44","516,84"
52,52,7839,Фальшпол (+обеспыливание),949,6240,"4 903 946,20","516,84"
53,53,4062,Фальшпол (+обеспыливание),492,3201,"2 541 118,70","516,84"
54,54,8201,Фальшпол (+обеспыливание),1193,5934,"6 168 017,76","516,84"
55,55,4431,Фальшпол (+обеспыливание),615,3313,"3 176 851,75","516,84"
56,56,9635,Фальшпол (+обеспыливание),1271,7824,"6 569 290,69","516,84"
57,57,15278,Фальшпол (+обеспыливание),2078,12284,"10 738 942,87","516,84"
58,58,12057,Фальшпол (+обеспыливание),1525,10566,"7 881 651,64","516,84"
59,59,4790,Фальшпол (+обеспыливание),625,3774,"3 232 226,40","516,84"
60,60,6603,Фальшпол (+обеспыливание),943,5893,"4 873 327,77","516,84"
61,61,7148,Фальшпол (+обеспыливание),855,5345,"4 421 424,79","516,84"
62,62,5350,Фальшпол (+обеспыливание),757,4172,"3 910 948,95","516,84"
63,63,8374,Фальшпол (+обеспыливание),1025,6935,"5 297 494,23","516,84"
64,64,10975,Фальшпол (+обеспыливание),1388,9706,"7 174 349,07","516,84"
65,65,14205,Фальшпол (+обеспыливание),1971,10165,"10 184 423,16","516,84"
66,66,15837,Фальшпол (+обеспыливание),2132,11842,"11 020 546,66","516,84"
67,67,3719,Фальшпол (+обеспыливание),475,2691,"2 457 248,38","516,84"
68,68,13458,Фальшпол (+обеспыливание),1922,10063,"9 932 643,52","516,84"
69,69,3126,Фальшпол (+обеспыливание),455,2639,"2 351 082,01","516,84"
70,70,11287,Фальшпол (+обеспыливание),1566,10164,"8 092 332,58","516,84"
71,71,18396,Фальшпол (+обеспыливание),2502,13016,"12 930 592,55","516,84"
72,72,16317,Фальшпол (+обеспыливание),2219,12463,"11 469 258,46","516,84"
73,73,5745,Фальшпол (+обеспыливание),844,4065,"4 361 228,23","516,84"
74,74,6218,Фальшпол (+обеспыливание),795,4499,"4 108 408,30","516,84"
75,75,8906,Фальшпол (+обеспыливание),1296,7232,"6 698 252,19","516,84"
76,76,12639,Фальшпол (+обеспыливание),1839,10771,"9 505 862,27","516,84"
77,77,17642,Фальшпол (+обеспыливание),2567,13049,"13 268 646,43","516,84"
78,78,11583,Фальшпол (+обеспыливание),1544,8381,"7 978 884,13","516,84"
79,79,4305,Фальшпол (+обеспыливание),539,3496,"2 783 915,25","516,84"
80,80,15469,Фальшпол (+обеспыливание),2083,13556,"10 764 465,25","516,84"
81,81,14807,Фальшпол (+обеспыливание),1913,10952,"9 887 482,04","516,84"
82,82,7387,Фальшпол (+обеспыливание),894,5226,"4 621 182,63","516,84"
83,83,14635,Фальшпол (+обеспыливание),2169,10943,"11 212 804,52","516,84"
84,84,12822,Фальшпол (+обеспыливание),1622,10206,"8 381 731,55","516,84"
85,85,9406,Фальшпол (+обеспыливание),1254,7033,"6 479 269,97","516,84"
86,86,3535,Фальшпол (+обеспыливание),486,3041,"2 509 607,58","516,84"
87,87,17492,Фальшпол (+обеспыливание),2189,13079,"11 311 555,28","516,84"
88,88,18917,Фальшпол (+обеспыливание),2650,16882,"13 695 708,84","516,84"
89,89,4917,Фальшпол (+обеспыливание),675,3677,"3 490 732,81","516,84"
90,90,9041,Фальшпол (+обеспыливание),1205,7705,"6 227 841,79","516,84"
91,91,18274,Фальшпол (+обеспыливание),2560,16162,"13 230 183,61","516,84"
92,92,16095,Фальшпол (+обеспыливание),2364,13070,"12 218 271,26","516,84"
93,93,13752,Фальшпол (+обеспыливание),1945,10504,"10 052 966,36","516,84"
94,94,10241,Фальшпол (+обеспыливание),1337,8151,"6 910 486,54","516,84"
95,95,6532,Фальшпол (+обеспыливание),817,4832,"4 224 049,80","516,84"
96,96,5858,Фальшпол (+обеспыливание),773,4757,"3 994 074,19","516,84"
97,97,17085,Фальшпол (+обеспыливание),2533,13187,"13 089 905,38","516,84"
98,98,5130,Фальшпол (+обеспыливание),691,3877,"3 569 830,42","516,84"
99,99,4593,Фальшпол (+обеспыливание),656,3730,"3 389 852,26","516,84"
100,100,15347,Фальшпол (+обеспыливание),2192,13203,"11 326 815,29","516,84"
101,101,14376,Фальшпол (+обеспыливание),2151,12136,"11 115 417,39","516,84"
102,102,7957,Фальшпол (+обеспыливание),1017,5950,"5 257 414,73","516,84"
103,103,7231,Фальшпол (+обеспыливание),885,5465,"4 574 418,53","516,84"
104,104,17908,Фальшпол (+обеспыливание),2192,15118,"11 328 818,56","516,84"
105,105,12206,Фальшпол (+обеспыливание),1477,10599,"7 635 867,76","516,84"
106,106,16580,Фальшпол (+обеспыливание),2187,14130,"11 304 498,14","516,84"
107,107,5112,Фальшпол (+обеспыливание),647,4562,"3 341 710,47","516,84"
108,108,6350,Фальшпол (+обеспыливание),786,5514,"4 061 721,52","516,84"
109,109,8603,Фальшпол (+обеспыливание),1100,6778,"5 684 245,19","516,84"
110,110,13391,Фальшпол (+обеспыливание),1949,10551,"10 071 445,66","516,84"
111,111,4816,Фальшпол (+обеспыливание),648,3911,"3 351 326,18","516,84"
112,112,4414,Фальшпол (+обеспыливание),642,3975,"3 319 793,98","516,84"
113,113,11520,Фальшпол (+обеспыливание),1645,8706,"8 502 307,43","516,84"
114,114,3983,Фальшпол (+обеспыливание),488,3010,"2 519 694,23","516,84"
115,115,13049,Фальшпол (+обеспыливание),1881,11121,"9 722 503,82","516,84"
116,116,13910,Фальшпол (+обеспыливание),1930,11855,"9 972 919,83","516,84"
117,117,7043,Фальшпол (+обеспыливание),929,5210,"4 802 025,36","516,84"
118,118,8890,Фальшпол (+обеспыливание),1100,6290,"5 686 410,13","516,84"
119,119,16356,Фальшпол (+обеспыливание),2180,12756,"11 266 738,22","516,84"
120,120,6718,Фальшпол (+обеспыливание),831,5131,"4 297 109,47","516,84"
121,121,8197,Фальшпол (+обеспыливание),981,5800,"5 070 288,06","516,84"
122,122,17777,Фальшпол (+обеспыливание),2514,14007,"12 995 315,80","516,84"
123,123,11011,Фальшпол (+обеспыливание),1438,8853,"7 430 071,99","516,84"
124,124,14693,Фальшпол (+обеспыливание),1838,11223,"9 501 525,37","516,84"
125,125,18548,Фальшпол (+обеспыливание),2724,13720,"14 080 428,41","516,84"
126,126,15714,Фальшпол (+обеспыливание),2372,13013,"12 260 403,23","516,84"
127,127,13400,Фальшпол (+обеспыливание),1841,9481,"9 513 081,08","516,84"
128,128,10286,Фальшпол (+обеспыливание),1385,9180,"7 157 753,55","516,84"
129,129,12403,Фальшпол (+обеспыливание),1653,11069,"8 543 736,50","516,84"
130,130,8178,Фальшпол (+обеспыливание),1012,6246,"5 230 985,60","516,84"
131,131,14146,Фальшпол (+обеспыливание),1924,10464,"9 943 257,35","516,84"
132,132,9717,Фальшпол (+обеспыливание),1176,7578,"6 078 791,33","516,84"
133,133,3911,Фальшпол (+обеспыливание),495,3333,"2 556 617,70","516,84"
134,134,5863,Фальшпол (+обеспыливание),869,4997,"4 492 017,28","516,84"
135,135,15948,Фальшпол (+обеспыливание),2104,14361,"10 873 590,85","516,84"
136,136,12757,Фальшпол (+обеспыливание),1579,9334,"8 159 902,58","516,84"
137,137,11889,Фальшпол (+обеспыливание),1779,9081,"9 192 487,30","516,84"
138,138,9119,Фальшпол (+обеспыливание),1315,7112,"6 794 353,00","516,84"
139,139,3587,Фальшпол (+обеспыливание),507,2769,"2 622 163,35","516,84"
140,140,17431,Фальшпол (+обеспыливание),2157,12333,"11 149 585,48","516,84"
141,141,15587,Фальшпол (+обеспыливание),1865,13660,"9 641 402,94","516,84"
142,142,13823,Фальшпол (+обеспыливание),1824,10891,"9 424 733,28","516,84"
143,143,8864,Фальшпол (+обеспыливание),1181,6485,"6 105 916,34","516,84"
144,144,17215,Фальшпол (+обеспыливание),2552,12872,"13 189 506,65","516,84"
145,145,15092,Фальшпол (+обеспыливание),2237,11649,"11 562 941,29","516,84"
146,146,11649,Фальшпол (+обеспыливание),1632,9928,"8 433 753,36","516,84"
147,147,10477,Фальшпол (+обеспыливание),1525,8087,"7 879 810,04","516,84"
148,148,8842,Фальшпол (+обеспыливание),1142,7749,"5 904 309,87","516,84"
149,149,6578,Фальшпол (+обеспыливание),930,4866,"4 808 639,67","516,84"
150,150,7547,Фальшпол (+обеспыливание),1119,5704,"5 782 236,81","516,84"
151,151,12308,Фальшпол (+обеспыливание),1607,9104,"8 305 269,83","516,84"
152,152,13634,Фальшпол (+обеспыливание),1910,9866,"9 870 872,46","516,84"
153,153,16392,Фальшпол (+обеспыливание),2051,13311,"10 600 218,05","516,84"
154,154,5314,Фальшпол (+обеспыливание),773,4486,"3 996 688,99","516,84"
155,155,7124,Фальшпол (+обеспыливание),998,5212,"5 157 701,00","516,84"
156,156,13868,Фальшпол (+обеспыливание),1792,11261,"9 260 457,96","516,84"
157,157,12142,Фальшпол (+обеспыливание),1783,10641,"9 217 412,22","516,84"
158,158,7896,Фальшпол (+обеспыливание),1052,5714,"5 439 115,00","516,84"
159,159,6024,Фальшпол (+обеспыливание),737,5182,"3 810 855,65","516,84"
160,160,9733,Фальшпол (+обеспыливание),1483,8608,"7 662 310,95","516,84"
161,161,11763,Фальшпол (+обеспыливание),1792,8512,"9 260 429,84","516,84"
162,162,6463,Фальшпол (+обеспыливание),897,5352,"4 633 715,38","516,84"
163,163,8530,Фальшпол (+обеспыливание),1195,7270,"6 175 630,20","516,84"
164,164,7009,Фальшпол (+обеспыливание),1001,5353,"5 172 975,07","516,84"
165,165,4149,Фальшпол (+обеспыливание),632,3436,"3 266 303,10","516,84"
166,166,9443,Фальшпол (+обеспыливание),1143,7896,"5 907 381,55","516,84"
167,167,11048,Фальшпол (+обеспыливание),1563,9238,"8 076 292,34","516,84"
0,0,250,Кабель ЭОМ пол,24,1449,"140 955,41","578,16"
1,1,1000,Кабель ЭОМ пол,97,7148,"558 502,56","578,16"
2,2,1500,Кабель ЭОМ пол,127,9080,"734 031,94","578,16"
3,3,1700,Кабель ЭОМ пол,141,11276,"813 818,02","578,16"
4,4,1674,Кабель ЭОМ пол,148,10026,"854 796,15","578,16"
5,5,1420,Кабель ЭОМ пол,135,9236,"777 967,47","578,16"
6,6,16000,Кабель ЭОМ пол,1457,91706,"8 425 410,05","578,16"
7,7,23000,Кабель ЭОМ пол,2328,152564,"13 457 252,16","578,16"
8,8,19000,Кабель ЭОМ пол,1713,121136,"9 904 112,06","578,16"
9,9,12370,Кабель ЭОМ пол,1263,72493,"7 303 458,19","578,16"
10,10,9586,Кабель ЭОМ пол,952,61117,"5 506 771,41","578,16"
11,11,16284,Кабель ЭОМ пол,1663,110112,"9 614 350,30","578,16"
12,12,18753,Кабель ЭОМ пол,1691,132846,"9 775 358,61","578,16"
13,13,3712,Кабель ЭОМ пол,311,22471,"1 796 739,97","578,16"
14,14,13117,Кабель ЭОМ пол,1291,80250,"7 465 418,61","578,16"
15,15,7839,Кабель ЭОМ пол,764,44930,"4 419 797,77","578,16"
16,16,4062,Кабель ЭОМ пол,355,24328,"2 052 576,69","578,16"
17,17,8201,Кабель ЭОМ пол,664,48061,"3 838 710,43","578,16"
18,18,4431,Кабель ЭОМ пол,399,25111,"2 309 743,19","578,16"
19,19,9635,Кабель ЭОМ пол,869,61429,"5 022 427,35","578,16"
20,20,15278,Кабель ЭОМ пол,1335,103310,"7 720 154,29","578,16"
21,21,12057,Кабель ЭОМ пол,1054,72988,"6 092 544,85","578,16"
22,22,4790,Кабель ЭОМ пол,419,33007,"2 420 443,71","578,16"
23,23,6603,Кабель ЭОМ пол,535,40397,"3 090 721,25","578,16"
24,24,7148,Кабель ЭОМ пол,723,51557,"4 182 279,93","578,16"
25,25,5350,Кабель ЭОМ пол,482,31698,"2 788 789,45","578,16"
26,26,8374,Кабель ЭОМ пол,693,51232,"4 008 771,80","578,16"
27,27,10975,Кабель ЭОМ пол,1090,65025,"6 304 696,04","578,16"
28,28,14205,Кабель ЭОМ пол,1202,82332,"6 951 282,43","578,16"
29,29,15837,Кабель ЭОМ пол,1501,109130,"8 676 528,76","578,16"
30,30,3719,Кабель ЭОМ пол,376,25866,"2 175 979,16","578,16"
31,31,13458,Кабель ЭОМ пол,1127,89270,"6 514 150,46","578,16"
32,32,3126,Кабель ЭОМ пол,290,17716,"1 679 369,33","578,16"
33,33,11287,Кабель ЭОМ пол,1038,66873,"6 003 636,57","578,16"
34,34,18396,Кабель ЭОМ пол,1743,116101,"10 078 513,80","578,16"
35,35,16317,Кабель ЭОМ пол,1561,116640,"9 026 294,97","578,16"
36,36,5745,Кабель ЭОМ пол,529,40698,"3 055 806,86","578,16"
37,37,6218,Кабель ЭОМ пол,629,44048,"3 638 138,87","578,16"
38,38,8906,Кабель ЭОМ пол,737,58502,"4 263 448,97","578,16"
39,39,12639,Кабель ЭОМ пол,1233,78953,"7 126 141,61","578,16"
40,40,17642,Кабель ЭОМ пол,1704,121567,"9 853 102,16","578,16"
41,41,11583,Кабель ЭОМ пол,1183,72357,"6 838 800,02","578,16"
42,42,4305,Кабель ЭОМ пол,404,26892,"2 335 657,71","578,16"
43,43,15469,Кабель ЭОМ пол,1466,106594,"8 474 914,65","578,16"
44,44,14807,Кабель ЭОМ пол,1253,85821,"7 245 873,92","578,16"
45,45,7387,Кабель ЭОМ пол,686,45194,"3 968 490,47","578,16"
46,46,14635,Кабель ЭОМ пол,1225,86709,"7 083 860,30","578,16"
47,47,12822,Кабель ЭОМ пол,1168,73491,"6 751 912,98","578,16"
48,48,9406,Кабель ЭОМ пол,891,54517,"5 153 212,70","578,16"
49,49,3535,Кабель ЭОМ пол,322,25497,"1 861 489,03","578,16"
50,50,17492,Кабель ЭОМ пол,1754,125040,"10 141 491,61","578,16"
51,51,18917,Кабель ЭОМ пол,1914,136445,"11 068 297,35","578,16"
52,52,4917,Кабель ЭОМ пол,470,28816,"2 720 003,21","578,16"
53,53,9041,Кабель ЭОМ пол,840,52402,"4 857 062,73","578,16"
54,54,18274,Кабель ЭОМ пол,1530,116508,"8 845 265,68","578,16"
55,55,16095,Кабель ЭОМ пол,1525,106761,"8 817 877,78","578,16"
56,56,13752,Кабель ЭОМ пол,1303,98305,"7 534 231,45","578,16"
57,57,10241,Кабель ЭОМ пол,970,71888,"5 610 679,48","578,16"
58,58,6532,Кабель ЭОМ пол,631,44590,"3 648 138,72","578,16"
59,59,5858,Кабель ЭОМ пол,577,34707,"3 334 026,24","578,16"
60,60,17085,Кабель ЭОМ пол,1525,103426,"8 815 005,48","578,16"
61,61,5130,Кабель ЭОМ пол,463,30064,"2 674 110,26","578,16"
62,62,4593,Кабель ЭОМ пол,380,31058,"2 198 744,79","578,16"
63,63,15347,Кабель ЭОМ пол,1539,86975,"8 897 865,98","578,16"
64,64,14376,Кабель ЭОМ пол,1442,86101,"8 334 900,72","578,16"
65,65,7957,Кабель ЭОМ пол,761,45094,"4 401 681,01","578,16"
66,66,7231,Кабель ЭОМ пол,699,48430,"4 038 532,01","578,16"
67,67,17908,Кабель ЭОМ пол,1466,103795,"8 477 600,78","578,16"
68,68,12206,Кабель ЭОМ пол,1033,77821,"5 973 062,54","578,16"
69,69,16580,Кабель ЭОМ пол,1434,113182,"8 289 880,09","578,16"
70,70,5112,Кабель ЭОМ пол,451,33580,"2 610 345,22","578,16"
71,71,6350,Кабель ЭОМ пол,526,36805,"3 039 849,65","578,16"
72,72,8603,Кабель ЭОМ пол,879,59282,"5 079 357,38","578,16"
73,73,13391,Кабель ЭОМ пол,1318,89688,"7 621 363,17","578,16"
74,74,4816,Кабель ЭОМ пол,487,33496,"2 817 831,58","578,16"
75,75,4414,Кабель ЭОМ пол,386,31269,"2 230 446,46","578,16"
76,76,11520,Кабель ЭОМ пол,1039,74189,"6 005 019,53","578,16"
77,77,3983,Кабель ЭОМ пол,363,27190,"2 097 400,51","578,16"
78,78,13049,Кабель ЭОМ пол,1104,82355,"6 385 588,49","578,16"
79,79,13910,Кабель ЭОМ пол,1126,94059,"6 510 969,65","578,16"
80,80,7043,Кабель ЭОМ пол,629,47625,"3 633 835,74","578,16"
81,81,8890,Кабель ЭОМ пол,777,55534,"4 492 222,26","578,16"
82,82,16356,Кабель ЭОМ пол,1414,106386,"8 177 881,71","578,16"
83,83,6718,Кабель ЭОМ пол,544,43264,"3 144 550,26","578,16"
84,84,8197,Кабель ЭОМ пол,732,46982,"4 229 242,02","578,16"
85,85,17777,Кабель ЭОМ пол,1635,107615,"9 455 714,29","578,16"
86,86,11011,Кабель ЭОМ пол,993,68074,"5 739 693,58","578,16"
87,87,14693,Кабель ЭОМ пол,1487,84214,"8 596 843,74","578,16"
88,88,18548,Кабель ЭОМ пол,1775,107504,"10 260 447,34","578,16"
89,89,15714,Кабель ЭОМ пол,1330,102210,"7 689 718,56","578,16"
90,90,13400,Кабель ЭОМ пол,1159,87159,"6 699 903,09","578,16"
91,91,10286,Кабель ЭОМ пол,1003,64917,"5 799 469,31","578,16"
92,92,12403,Кабель ЭОМ пол,1118,83070,"6 465 300,10","578,16"
93,93,8178,Кабель ЭОМ пол,737,56880,"4 262 938,34","578,16"
94,94,14146,Кабель ЭОМ пол,1223,99299,"7 072 897,70","578,16"
95,95,9717,Кабель ЭОМ пол,930,65706,"5 375 283,95","578,16"
96,96,3911,Кабель ЭОМ пол,363,22668,"2 101 091,95","578,16"
97,97,5863,Кабель ЭОМ пол,485,36625,"2 806 714,72","578,16"
98,98,15948,Кабель ЭОМ пол,1320,102705,"7 634 570,42","578,16"
99,99,12757,Кабель ЭОМ пол,1068,75583,"6 174 841,54","578,16"
100,100,11889,Кабель ЭОМ пол,1138,76565,"6 576 798,49","578,16"
101,101,9119,Кабель ЭОМ пол,847,52854,"4 898 966,37","578,16"
102,102,3587,Кабель ЭОМ пол,347,21714,"2 003 348,68","578,16"
103,103,17431,Кабель ЭОМ пол,1732,117868,"10 013 408,36","578,16"
104,104,15587,Кабель ЭОМ пол,1291,103392,"7 461 753,77","578,16"
105,105,13823,Кабель ЭОМ пол,1399,89020,"8 087 808,55","578,16"
106,106,8864,Кабель ЭОМ пол,856,55942,"4 950 566,69","578,16"
107,107,17215,Кабель ЭОМ пол,1615,110865,"9 339 918,10","578,16"
108,108,15092,Кабель ЭОМ пол,1513,99136,"8 750 022,37","578,16"
109,109,11649,Кабель ЭОМ пол,986,69018,"5 700 492,01","578,16"
110,110,10477,Кабель ЭОМ пол,925,68821,"5 349 880,07","578,16"
111,111,8842,Кабель ЭОМ пол,870,63206,"5 032 342,10","578,16"
112,112,6578,Кабель ЭОМ пол,672,47022,"3 883 762,97","578,16"
113,113,7547,Кабель ЭОМ пол,708,52491,"4 094 589,71","578,16"
114,114,12308,Кабель ЭОМ пол,1008,76886,"5 826 575,30","578,16"
115,115,13634,Кабель ЭОМ пол,1179,77267,"6 816 901,40","578,16"
116,116,16392,Кабель ЭОМ пол,1523,107676,"8 806 213,05","578,16"
117,117,5314,Кабель ЭОМ пол,469,37302,"2 713 492,67","578,16"
118,118,7124,Кабель ЭОМ пол,636,40832,"3 675 627,69","578,16"
119,119,13868,Кабель ЭОМ пол,1250,85738,"7 228 959,27","578,16"
120,120,12142,Кабель ЭОМ пол,1128,86796,"6 523 001,39","578,16"
121,121,7896,Кабель ЭОМ пол,668,49325,"3 863 944,11","578,16"
122,122,6024,Кабель ЭОМ пол,610,41898,"3 524 629,87","578,16"
123,123,9733,Кабель ЭОМ пол,913,68322,"5 280 593,83","578,16"
124,124,11763,Кабель ЭОМ пол,1028,81056,"5 943 983,17","578,16"
125,125,6463,Кабель ЭОМ пол,654,45368,"3 781 487,86","578,16"
126,126,8530,Кабель ЭОМ пол,855,54933,"4 945 513,57","578,16"
127,127,7009,Кабель ЭОМ пол,684,40173,"3 951 825,82","578,16"
128,128,4149,Кабель ЭОМ пол,340,28056,"1 964 125,85","578,16"
129,129,9443,Кабель ЭОМ пол,843,56556,"4 872 115,70","578,16"
130,130,11048,Кабель ЭОМ пол,925,69726,"5 347 624,78","578,16"
131,131,13224,Кабель ЭОМ пол,1338,92827,"7 737 334,89","578,16"
132,132,18953,Кабель ЭОМ пол,1901,133042,"10 988 548,51","578,16"
133,133,17010,Кабель ЭОМ пол,1643,120499,"9 500 128,55","578,16"
134,134,5806,Кабель ЭОМ пол,507,39634,"2 933 840,54","578,16"
135,135,9659,Кабель ЭОМ пол,986,62204,"5 702 837,73","578,16"
136,136,3758,Кабель ЭОМ пол,356,26622,"2 058 874,48","578,16"
137,137,6302,Кабель ЭОМ пол,510,36121,"2 949 829,67","578,16"
138,138,3521,Кабель ЭОМ пол,340,24716,"1 966 487,51","578,16"
139,139,16170,Кабель ЭОМ пол,1547,92680,"8 944 977,00","578,16"
140,140,14320,Кабель ЭОМ пол,1159,90376,"6 702 881,77","578,16"
141,141,11353,Кабель ЭОМ пол,971,68727,"5 616 030,47","578,16"
142,142,10580,Кабель ЭОМ пол,1080,64728,"6 246 611,78","578,16"
143,143,8266,Кабель ЭОМ пол,700,48974,"4 045 005,32","578,16"
144,144,7691,Кабель ЭОМ пол,651,53492,"3 763 626,41","578,16"
145,145,6891,Кабель ЭОМ пол,647,42603,"3 738 679,97","578,16"
146,146,5016,Кабель ЭОМ пол,411,34241,"2 374 561,40","578,16"
147,147,6210,Кабель ЭОМ пол,531,39992,"3 071 923,65","578,16"
148,148,5402,Кабель ЭОМ пол,467,33049,"2 700 960,93","578,16"
149,149,3989,Кабель ЭОМ пол,363,24918,"2 100 560,04","578,16"
150,150,3059,Кабель ЭОМ пол,270,21867,"1 562 019,96","578,16"
151,151,3487,Кабель ЭОМ пол,356,20211,"2 058 784,05","578,16"
152,152,7214,Кабель ЭОМ пол,690,43671,"3 990 665,68","578,16"
153,153,8555,Кабель ЭОМ пол,693,49034,"4 004 410,16","578,16"
154,154,9432,Кабель ЭОМ пол,842,67424,"4 866 440,25","578,16"
155,155,4903,Кабель ЭОМ пол,429,32838,"2 477 543,95","578,16"
156,156,7646,Кабель ЭОМ пол,753,45301,"4 351 649,82","578,16"
157,157,4377,Кабель ЭОМ пол,407,25933,"2 351 439,39","578,16"
